AXVISOR_RT_HOST_TRACE schema=1 vm=1 counter_frequency_hz=24000000 start_ticks=2087341817 end_ticks=2210631984 records=1097 dropped=0 incomplete=0 failed_injections=0 unowned_virtual_timer_irqs=0 counter_frequency_mismatches=0
AXVISOR_RT_HOST_IRQ schema=1 sequence=91 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2122895405 guest_counter_ticks=35673337 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=92 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2123004360 guest_counter_ticks=35782292 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=93 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2123135001 guest_counter_ticks=35912933 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=94 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2123244355 guest_counter_ticks=36022287 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=95 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2123375003 guest_counter_ticks=36152935 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=96 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2123446550 guest_counter_ticks=36224482 forwarding_ticks=14 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=97 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2123484616 guest_counter_ticks=36262548 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=98 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2123615271 guest_counter_ticks=36393203 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=99 vm=1 vcpu=1 pcpu=2 physical_irq=27 virtual_irq=27 host_counter_ticks=2123724345 guest_counter_ticks=36502277 forwarding_ticks=7 injected=1
AXVISOR_RT_HOST_IRQ schema=1 sequence=100 vm=1 vcpu=0 pcpu=1 physical_irq=27 virtual_irq=27 host_counter_ticks=2123854832 guest_counter_ticks=36632764 forwarding_ticks=14 injected=1
